id,provider,title,start_date,end_date,startyear,endyear,type,tags,asset_url,thumbnail_url
projects/forestdatapartnership/assets/rubber/model_2025a,Produced by Google for the Forest Data Partnership,Rubber Tree Probability model 2025a,2020-01-01,2023-12-31,2020,2023,image_collection,"agriculture, biodiversity, conservation, crop, eudr, landuse, plantation, pre-review, rubber",https://developers.google.com/earth-engine/datasets/catalog/projects_forestdatapartnership_assets_rubber_model_2025a,https://developers.google.com/earth-engine/datasets/images/forestdatapartnership/projects_forestdatapartnership_assets_rubber_model_2025a_sample.png
projects/gcp-public-data-weathernext/assets/59572747_4_0,Google,WeatherNext Graph Forecasts,2020-01-01,2025-12-18,2020,2025,image_collection,"climate, forecast, graphcast, precipitation, temperature, weather, weathernext, wind",https://developers.google.com/earth-engine/datasets/catalog/projects_gcp-public-data-weathernext_assets_59572747_4_0,https://developers.google.com/earth-engine/datasets/images/gcp-public-data-weathernext/projects_gcp-public-data-weathernext_assets_59572747_4_0_sample.png
projects/gcp-public-data-weathernext/assets/126478713_1_0,Google,WeatherNext Gen Forecasts,2020-01-01,2025-12-18,2020,2025,image_collection,"climate, forecast, precipitation, temperature, weather, weathernext, wind",https://developers.google.com/earth-engine/datasets/catalog/projects_gcp-public-data-weathernext_assets_126478713_1_0,https://developers.google.com/earth-engine/datasets/images/gcp-public-data-weathernext/projects_gcp-public-data-weathernext_assets_126478713_1_0_sample.png
projects/gcp-public-data-weathernext/assets/weathernext_2_0_0,Google,WeatherNext 2,2022-01-01,2025-12-18,2022,2025,image_collection,"climate, cyclones, fgn, forecast, precipitation, temperature, weather, weathernext, wind",https://developers.google.com/earth-engine/datasets/catalog/projects_gcp-public-data-weathernext_assets_weathernext_2_0_0,https://developers.google.com/earth-engine/datasets/images/gcp-public-data-weathernext/projects_gcp-public-data-weathernext_assets_weathernext_2_0_0_sample.png
projects/gcpm041u-lemur/assets/scanfi_v12/SCANFI_v1_2,NRCan,SCANFI: the Spatialized CAnadian National Forest Inventory data product1.2,2020-01-01,2021-01-01,2020,2021,image,"canada, forest, forest-biomass, tree-cover",https://developers.google.com/earth-engine/datasets/catalog/projects_gcpm041u-lemur_assets_scanfi_v12_SCANFI_v1_2,https://developers.google.com/earth-engine/datasets/images/gcpm041u-lemur/projects_gcpm041u-lemur_assets_scanfi_v12_SCANFI_v1_2_sample.png
projects/global-pasture-watch/assets/ggc-30m/v1/cultiv-grassland_p,Land and Carbon Lab Global Pasture Watch,GPW Annual Probabilities of Cultivated Grasslands v1,2000-01-01,2023-01-01,2000,2023,image_collection,"global, land, landcover, landuse, landuse-landcover, pasture, rangeland, vegetation",https://developers.google.com/earth-engine/datasets/catalog/projects_global-pasture-watch_assets_ggc-30m_v1_cultiv-grassland_p,https://developers.google.com/earth-engine/datasets/images/global-pasture-watch/projects_global-pasture-watch_assets_ggc-30m_v1_cultiv-grassland_p_sample.png
projects/global-pasture-watch/assets/ggc-30m/v1/grassland_c,Land and Carbon Lab Global Pasture Watch,GPW Annual Dominant Class of Grasslands v1,2000-01-01,2023-01-01,2000,2023,image_collection,"global, land, landcover, landuse, landuse-landcover, pasture, rangeland, vegetation",https://developers.google.com/earth-engine/datasets/catalog/projects_global-pasture-watch_assets_ggc-30m_v1_grassland_c,https://developers.google.com/earth-engine/datasets/images/global-pasture-watch/projects_global-pasture-watch_assets_ggc-30m_v1_grassland_c_sample.png
projects/global-pasture-watch/assets/ggc-30m/v1/nat-semi-grassland_p,Land and Carbon Lab Global Pasture Watch,GPW Annual Probabilities of Natural/Semi-natural Grasslands v1,2000-01-01,2023-01-01,2000,2023,image_collection,"global, land, landcover, landuse, landuse-landcover, pasture, rangeland, vegetation",https://developers.google.com/earth-engine/datasets/catalog/projects_global-pasture-watch_assets_ggc-30m_v1_nat-semi-grassland_p,https://developers.google.com/earth-engine/datasets/images/global-pasture-watch/projects_global-pasture-watch_assets_ggc-30m_v1_nat-semi-grassland_p_sample.png
projects/global-pasture-watch/assets/ggpp-30m/v1/ugpp_m,Land and Carbon Lab Global Pasture Watch,GPW Annual uncalibrated Gross Primary Productivity (uGPP) v1,2000-01-01,2024-01-01,2000,2024,image_collection,"global, land, landcover, landuse, plant-productivity, vegetation",https://developers.google.com/earth-engine/datasets/catalog/projects_global-pasture-watch_assets_ggpp-30m_v1_ugpp_m,https://developers.google.com/earth-engine/datasets/images/global-pasture-watch/projects_global-pasture-watch_assets_ggpp-30m_v1_ugpp_m_sample.png
projects/global-pasture-watch/assets/gsvh-30m/v1/short-veg-height_m,Land and Carbon Lab Global Pasture Watch,GPW Annual short vegetation height v1,2000-01-01,2024-01-01,2000,2024,image_collection,"canopy, global, land, landcover, plant-productivity, vegetation",https://developers.google.com/earth-engine/datasets/catalog/projects_global-pasture-watch_assets_gsvh-30m_v1_short-veg-height_m,https://developers.google.com/earth-engine/datasets/images/global-pasture-watch/projects_global-pasture-watch_assets_gsvh-30m_v1_short-veg-height_m_sample.png
projects/global-precipitation-nowcast/assets/global_estimation,Google,Oya: 5km Quasi-Global Precipitation Estimates,2004-01-01,2025-12-18,2004,2025,image_collection,"climate, geophysical, gpm, pre-review, precipitation, weather",https://developers.google.com/earth-engine/datasets/catalog/projects_global-precipitation-nowcast_assets_global_estimation,https://developers.google.com/earth-engine/datasets/images/global-precipitation-nowcast/projects_global-precipitation-nowcast_assets_global_estimation_sample.png
iNaturalist/MULTI_SPECIES/LATEST,iNaturalist,INaturalist Multispecies Open Range Maps,2025-02-25,2025-03-25,2025,2025,bigquery_table,"bigquery, biodiversity, ecosystems, range, species",https://developers.google.com/earth-engine/datasets/catalog/iNaturalist_MULTI_SPECIES_LATEST,https://developers.google.com/earth-engine/datasets/images/iNaturalist/iNaturalist_MULTI_SPECIES_LATEST_sample.png
projects/landandcarbon/assets/wri_gdm_drivers_forest_loss_1km/v1_1_2001_2023,World Resources Institute,WRI/Google DeepMind Global Drivers of Forest Loss 2001-2023 v1.1,2001-01-01,2024-01-01,2001,2024,image,"agriculture, deforestation, forest, forest-biomass, google, landuse, wri",https://developers.google.com/earth-engine/datasets/catalog/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_1_2001_2023,https://developers.google.com/earth-engine/datasets/images/landandcarbon/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_1_2001_2023_sample.png
projects/landandcarbon/assets/wri_gdm_drivers_forest_loss_1km/v1_2_2001_2024,World Resources Institute,WRI/Google DeepMind Global Drivers of Forest Loss 2001-2024 v1.2,2001-01-01,2025-01-01,2001,2025,image,"agriculture, deforestation, forest, forest-biomass, google, landuse, wri",https://developers.google.com/earth-engine/datasets/catalog/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_2_2001_2024,https://developers.google.com/earth-engine/datasets/images/landandcarbon/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_2_2001_2024_sample.png
projects/landandcarbon/assets/wri_gdm_drivers_forest_loss_1km/v1_2001_2022,World Resources Institute,WRI/Google DeepMind Global Drivers of Forest Loss 2001-2022 v1.0,2001-01-01,2023-01-01,2001,2023,image,"agriculture, deforestation, forest, forest-biomass, google, landuse, wri",https://developers.google.com/earth-engine/datasets/catalog/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_2001_2022,https://developers.google.com/earth-engine/datasets/images/landandcarbon/projects_landandcarbon_assets_wri_gdm_drivers_forest_loss_1km_v1_2001_2022_sample.png
projects/malariaatlasproject/assets/EVI_v061/1km/8-Daily,The Malaria Atlas Project,EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index (8-Daily 1km),2001-02-01,2024-12-26,2001,2024,image_collection,"evi, map, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_EVI_v061_1km_8-Daily,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_EVI_v061_1km_8-Daily_sample.png
projects/malariaatlasproject/assets/EVI_v061/1km/Annual,The Malaria Atlas Project,EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index (Annual 1km),2001-02-01,2024-01-01,2001,2024,image_collection,"evi, map, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_EVI_v061_1km_Annual,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_EVI_v061_1km_Annual_sample.png
projects/malariaatlasproject/assets/EVI_v061/1km/Monthly,The Malaria Atlas Project,EVI: Malaria Atlas Project Gap-Filled Enhanced Vegetation Index (Monthly 1km),2001-02-01,2024-12-01,2001,2024,image_collection,"evi, map, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_EVI_v061_1km_Monthly,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_EVI_v061_1km_Monthly_sample.png
projects/malariaatlasproject/assets/LST_Day_v061/1km/8-Daily,The Malaria Atlas Project,LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (8-Daily 1km),2001-03-01,2024-12-26,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_8-Daily,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Day_v061_1km_8-Daily_sample.png
projects/malariaatlasproject/assets/LST_Day_v061/1km/Annual,The Malaria Atlas Project,LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (Annual 1km),2001-03-01,2024-01-01,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_Annual,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Day_v061_1km_Annual_sample.png
projects/malariaatlasproject/assets/LST_Day_v061/1km/Monthly,The Malaria Atlas Project,LST Day: Malaria Atlas Project Gap-Filled Daytime Land Surface Temperature (Monthly 1km),2001-03-01,2024-12-01,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Day_v061_1km_Monthly,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Day_v061_1km_Monthly_sample.png
projects/malariaatlasproject/assets/LST_Night_v061/1km/8-Daily,The Malaria Atlas Project,LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (8-Daily 1km),2001-03-01,2024-12-26,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_8-Daily,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Night_v061_1km_8-Daily_sample.png
projects/malariaatlasproject/assets/LST_Night_v061/1km/Annual,The Malaria Atlas Project,LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (Annual 1km),2001-03-01,2024-01-01,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_Annual,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Night_v061_1km_Annual_sample.png
projects/malariaatlasproject/assets/LST_Night_v061/1km/Monthly,The Malaria Atlas Project,LST Night: Malaria Atlas Project Gap-Filled Nighttime Land Surface Temperature (Monthly 1km),2001-03-01,2024-12-01,2001,2024,image_collection,"climate, lst, map, surface-temperature",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_LST_Night_v061_1km_Monthly,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_LST_Night_v061_1km_Monthly_sample.png
projects/malariaatlasproject/assets/TCB_v061/1km/8-Daily,The Malaria Atlas Project,TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (8-Daily 1km),2001-02-01,2024-12-26,2001,2024,image_collection,"brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_8-Daily,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCB_v061_1km_8-Daily_sample.png
projects/malariaatlasproject/assets/TCB_v061/1km/Annual,The Malaria Atlas Project,TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (Annual 1km),2001-02-01,2024-01-01,2001,2024,image_collection,"brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_Annual,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCB_v061_1km_Annual_sample.png
projects/malariaatlasproject/assets/TCB_v061/1km/Monthly,The Malaria Atlas Project,TCB: Malaria Atlas Project Gap-Filled Tasseled Cap Brightness (Monthly 1km),2001-02-01,2024-12-01,2001,2024,image_collection,"brightness, map, tasseled-cap, tcb, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCB_v061_1km_Monthly,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCB_v061_1km_Monthly_sample.png
projects/malariaatlasproject/assets/TCW_v061/1km/8-Daily,The Malaria Atlas Project,TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (8-Daily 1km),2001-02-01,2024-12-26,2001,2024,image_collection,"map, tasseled-cap, tcw, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_8-Daily,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCW_v061_1km_8-Daily_sample.png
projects/malariaatlasproject/assets/TCW_v061/1km/Annual,The Malaria Atlas Project,TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (Annual 1km),2001-02-01,2024-01-01,2001,2024,image_collection,"map, tasseled-cap, tcw, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_Annual,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCW_v061_1km_Annual_sample.png
projects/malariaatlasproject/assets/TCW_v061/1km/Monthly,The Malaria Atlas Project,TCW: Malaria Atlas Project Gap-Filled Tasseled Cap Wetness (Monthly 1km),2001-02-01,2024-12-01,2001,2024,image_collection,"map, tasseled-cap, tcw, vegetation, vegetation-indices",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_TCW_v061_1km_Monthly,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_TCW_v061_1km_Monthly_sample.png
projects/malariaatlasproject/assets/accessibility/accessibility_to_cities/2015_v1_0,Malaria Atlas Project,Malaria Atlas Project Accessibility to Cities 2015,2015-01-01,2016-01-01,2015,2016,image,"accessibility, map, population",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_accessibility_accessibility_to_cities_2015_v1_0,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_accessibility_accessibility_to_cities_2015_v1_0_sample.png
projects/malariaatlasproject/assets/accessibility/accessibility_to_healthcare/2019,Malaria Atlas Project,Malaria Atlas Project Accessibility to Healthcare 2019,2019-01-01,2020-01-01,2019,2020,image,"accessibility, map, population",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_accessibility_accessibility_to_healthcare_2019,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_accessibility_accessibility_to_healthcare_2019_sample.png
projects/malariaatlasproject/assets/accessibility/accessibility_to_healthcare/2019_walking_only,Malaria Atlas Project,Malaria Atlas Project Accessibility to Healthcare 2019 (Walking Only),2019-01-01,2020-01-01,2019,2020,image,"accessibility, map, population",https://developers.google.com/earth-engine/datasets/catalog/projects_malariaatlasproject_assets_accessibility_accessibility_to_healthcare_2019_walking_only,https://developers.google.com/earth-engine/datasets/images/malariaatlasproject/projects_malariaatlasproject_assets_accessibility_accessibility_to_healthcare_2019_walking_only_sample.png
